,unique_id,ds,volume,trade_count,y,SMA_20_normalized,SMA_50_normalized,EMA_20_normalized,BBL_20_2.0_normalized,BBM_20_2.0_normalized,BBU_20_2.0_normalized,RSI_normalized,MACD_normalized,MACD_signal_normalized,MACD_hist_normalized
0,BTC/USD,2024-01-03 01:00:00+00:00,0.114760488,4.0,0.09507692464711687,0.08902726295393092,0.06715563954118625,0.08430227231664647,0.09356883957330092,0.08902726295393092,0.08459553414683371,0.589538275910129,0.5712958109272156,0.6040002079304789,0.46897473046253346
1,BTC/USD,2024-01-03 02:00:00+00:00,0.788654649,7.0,0.09444922533414897,0.08908679750041862,0.06800575144885292,0.08465430218447362,0.0936480730326843,0.08908679750041862,0.08463494693132224,0.5766477837520205,0.5697287290079112,0.5980715364076853,0.48031342913833663
2,BTC/USD,2024-01-03 03:00:00+00:00,0.010125877,5.0,0.09439023028123779,0.08892528469055286,0.06881507072813103,0.0849670130837411,0.0936129705776459,0.08892528469055286,0.08435078063259076,0.5753672249596972,0.5677841565465201,0.5928876438651779,0.48844929874532955
3,BTC/USD,2024-01-03 04:00:00+00:00,0.004394642,2.0,0.09312011882960662,0.08848811787927653,0.069609097589601,0.08512523857103338,0.09395036669898364,0.08848811787927653,0.0831554939704066,0.546853106390058,0.5640712532229806,0.5878985840968112,0.4905776268635157
4,BTC/USD,2024-01-03 05:00:00+00:00,0.214888847,2.0,0.0931858773260837,0.08810730366568945,0.07047426267934265,0.08527485133432532,0.09430035663614367,0.08810730366568945,0.08205901292551082,0.548079243395296,0.5606639227421957,0.5831346828856057,0.49303722992757854
5,BTC/USD,2024-01-03 06:00:00+00:00,0.01679803,6.0,0.09520065038308333,0.08790599451442266,0.07136456829799874,0.08560803183539036,0.09459977834594828,0.08790599451442266,0.08136663501017162,0.5858204722301292,0.5599402673944261,0.5791594643142773,0.5016526974544314
6,BTC/USD,2024-01-03 07:00:00+00:00,0.00462696,4.0,0.09073427637730418,0.08757593631866277,0.07221367267544085,0.08547095861881893,0.0944390829149901,0.08757593631866277,0.0808736004957059,0.4833131005934703,0.5533285464271464,0.5744800017623554,0.4939596269606641
7,BTC/USD,2024-01-03 08:00:00+00:00,0.050603297,4.0,0.09329719023841752,0.08747097597114413,0.0730569774306799,0.08559857470498536,0.09443435779306743,0.08747097597114413,0.08067110879127075,0.5327703162714581,0.5508544275880323,0.5701753953507925,0.4980545071332615
8,BTC/USD,2024-01-03 09:00:00+00:00,0.120347243,3.0,0.0954545418607923,0.08722497989004084,0.0739198713618086,0.0859258522495761,0.09519007883686212,0.08722497989004084,0.07944085908835488,0.5714663273858719,0.5511496778003375,0.5667986617780891,0.5081904704574811
9,BTC/USD,2024-01-03 10:00:00+00:00,0.022118756,5.0,0.09270448689433669,0.08712890964073298,0.07470776586918731,0.08595195170822269,0.09517801743351176,0.08712890964073298,0.07926314258628371,0.5101853049047446,0.5475546702271836,0.5632820634728571,0.506662606142576
10,BTC/USD,2024-01-03 11:00:00+00:00,0.41623133,10.0,0.07199753957279337,0.0860211647606956,0.0750364296961007,0.08394249417175872,0.08829078705376661,0.0860211647606956,0.08386420747332674,0.23623770726520227,0.5187906579301985,0.5539461971536818,0.44309367224035334
11,BTC/USD,2024-01-03 12:00:00+00:00,1.251966157,43.0,0.058853696221908794,0.08412161115124236,0.07507268392175581,0.08083391085865481,0.07893909589483927,0.08412161115124236,0.0893312705113598,0.1478966152946089,0.479969372209173,0.5376743080366521,0.36732545298585695
